644	9.647605208545444
43580	7.765811868547576
32376	6.731174171932817
12606	6.696166014098457
32248	6.669003871585401
12463	6.5486805450746255
13264	6.510352933862327
11204	6.445113058701205
32491	6.442802312122639
32274	6.410123506808441
42432	6.398273980413931
41177	6.396827187273027
12705	6.313599455866202
30921	6.273055378850195
36772	6.172684995138638
11080	6.099336638308942
12422	6.094430988037338
32472	6.089460841677665
36479	6.060161245379827
41063	6.049838375516218
32298	6.030189794317696
13866	6.022967583482608
42569	6.009599686676175
1523	6.001659987010472
31056	5.998413337955105
44060	5.956770823794045
32385	5.948644952069412
42659	5.921016520892245
32222	5.917898165234384
1950	5.888264828091806
32559	5.849230566919459
42369	5.798374667795983
41008	5.79289897857132
1905	5.788654962278693
1767	5.754631449141021
32664	5.753143713698739
1802	5.740830312615199
32378	5.740623771650378
11254	5.7279407061960885
1946	5.716546474533421
32528	5.702379335883329
31084	5.700598699519434
32414	5.68079842892924
32174	5.663958892752538
3492	5.637093400682281
11521	5.615106185613815
3541	5.61171902194644
30851	5.610983089231215
32229	5.593130845153209
41264	5.567273388764685
12655	5.558311346413613
1787	5.550437183394037
44718	5.5468841954627965
12439	5.5420508743605446
142	5.5395971114866205
41369	5.518612501208496
32424	5.516238580744714
13998	5.495785960793331
13984	5.491182564017663
32407	5.477399210374336
12667	5.463568796144985
32705	5.446558228387694
32126	5.445763566295192
32564	5.440877902681661
1989	5.440450861411761
1887	5.424211658075896
3557	5.419987024331485
11243	5.410440668792912
12436	5.391891260035224
13832	5.390095898485361
11272	5.387531000047083
32279	5.384257606598653
3680	5.383988785363896
12682	5.37751724300918
3486	5.37514885330123
32167	5.3687270078092455
1420	5.368623254223111
3682	5.367646230050299
42710	5.364674767828685
12445	5.362964153020058
3520	5.360675480611926
32629	5.359922136556125
32383	5.358759691448058
1658	5.344257795282129
13840	5.31803565291259
41169	5.3153820378654775
44657	5.300487677703437
44327	5.300170040467405
15258	5.297538037441664
32422	5.28166914585951
11289	5.2647617331303405
1975	5.264338747564326
32420	5.242952339606002
1904	5.237286139560675
32457	5.235472638342353
13916	5.231539426815041
44412	5.228520774793301
2026	5.219716856413886
12569	5.214255610876087
3538	5.212311507786635
