t,sensor_reading
0,-1.419054405571942
1,-1.186628556699639
2,-0.8669985622903406
3,0.2391954604491232
4,0.14424274890816344
5,-1.3840821033953474
6,-0.7064022987644705
7,0.1395167714693212
8,-2.194756991686319
9,-1.274768003981487
10,-1.765087271033698
11,0.05622211298768098
12,1.411398083211214
13,-0.44286772029121857
14,1.5189345982316083
15,-0.12322921136613005
16,1.2662185874358276
17,1.2506302893299135
18,1.6270139835283888
19,-0.41748733309245717
20,0.11581512281350924
21,1.6527353480246143
22,2.3320140440332287
23,0.2870705255612631
24,-1.7707429038503157
25,-0.26709596577149375
26,-0.4252682023442079
27,-0.5651752130390408
28,0.9581128374296083
29,-0.857990341222273
30,2.314727873476972
31,-0.4971232596600477
32,-1.2933054006765352
33,2.29654778038224
34,-0.4220941878626555
35,1.3267731283532718
36,-0.4489196801384028
37,0.2296367122213287
38,0.6798477824252421
39,0.7095530556491887
40,-1.6244732924391827
41,0.23332350372089727
42,1.3565273604658745
43,1.7439479843655725
44,0.9601005857884822
45,0.5620087680208045
46,-0.39852512589563066
47,0.660663253863074
48,1.7767519122219
49,1.0600549624542364
50,-0.803953174554685
51,1.1319810845737586
52,1.9131690428465447
53,0.45086468315630124
54,-0.3553373394131679
55,-0.927338968166132
56,-0.9686394693899691
57,-0.2854365565278747
58,0.3587582765511811
59,-0.264162288772234
60,-1.5480085111174953
61,-0.5043499503687302
62,1.4251491377329322
63,1.5558542223486396
64,1.8312633935024383
65,0.490331527297013
66,1.0909781917655517
67,0.09005540608820234
68,0.49782989209896755
69,-0.1810872169068402
70,0.7088614685182932
71,1.395581238810883
72,1.7773368298578094
73,-0.3572017784738156
74,-0.12539831632271004
75,2.0408612946993303
76,-0.16656795553418413
77,1.2783967793124478
78,1.8482418391737347
79,3.049389434892939
80,1.6913757215907974
81,1.0323123861268702
82,-0.22019442771424846
83,0.47234832649610475
84,1.6234503437612253
85,0.3986176611541255
86,-0.8021516323520739
87,1.6659329655370216
88,-0.25799577752728764
89,1.0618899449294323
90,1.779595276813946
91,0.003487458206968129
92,0.9123878678314503
93,1.8850490293431483
94,0.7450497698252647
95,0.7747474346294823
96,-0.4237538281827903
97,0.858790342214473
98,-0.5726797081043672
99,1.8784211386597263
100,1.4619407118592267
101,-0.08624328460049818
102,-0.15510730699273476
103,2.2660728481162398
104,1.6610674059038106
105,0.12339645520111137
106,0.8672484277380192
107,2.6849725816974797
108,0.7924500462368733
109,2.685678312930831
110,2.5091993114099678
111,-0.10962280247865874
112,1.0016501213979274
113,1.1696580335353433
114,2.3516328861553784
115,0.6208542693768729
116,2.4567923255561253
117,2.26336084364755
118,2.258233760166022
119,-3.449353100551735
120,0.8888601511029766
121,2.4609092356609183
122,1.3124048037431912
123,0.8192555676740161
124,3.0824746301112596
125,3.0344349107318234
126,1.6595528366532044
127,-0.9056377031691099
128,-0.07424462915491875
129,2.2619127168140936
130,1.8638980325296302
131,1.7761428795779763
132,2.8382990028542014
133,0.5687391269155762
134,0.7926107323238788
135,2.4737696598783936
136,4.0820529506122725
137,2.310085630398282
138,2.010680956839773
139,0.5004464471346014
140,3.173970599033873
141,0.8980368545385311
142,1.2177057957997788
143,0.6982029057238723
144,0.9268042010968172
145,1.7112485427593203
146,0.44472262597863954
147,1.7154090193983813
148,0.8307477250302623
149,0.10244263835623241
150,1.159145567054236
151,-0.20179218095524776
152,1.4670011573126038
153,1.7113531255456287
